T	M_avg	M_err	E_avg	E_err	Cv	Cv_err	Chi	Chi_err
2.200	0.789978	0.001335	-6335.203125	3.227473	1.313590	0.036941	0.000000	0.000000
2.204	0.780979	0.001743	-6310.703613	3.394555	1.447471	0.043661	0.000000	0.000000
2.209	0.784166	0.001369	-6309.328613	3.184172	1.268674	0.035907	0.000000	0.000000
2.213	0.743973	0.003076	-6231.044434	3.711280	1.716804	0.047608	0.000001	0.000000
2.217	0.756175	0.002105	-6231.603027	3.531291	1.548316	0.042766	0.000000	0.000000
2.221	0.758584	0.002201	-6216.826172	3.457547	1.478603	0.041661	0.000000	0.000000
2.226	0.753263	0.001591	-6184.416504	3.333210	1.368884	0.039424	0.000000	0.000000
2.230	0.728544	0.002923	-6143.999023	3.685334	1.666955	0.047201	0.000001	0.000000
2.234	0.738292	0.001745	-6120.612793	3.597776	1.582599	0.043596	0.000000	0.000000
2.239	0.721515	0.002530	-6094.687012	3.697857	1.665476	0.043732	0.000001	0.000000
2.243	0.721740	0.002233	-6062.655762	3.758690	1.714154	0.046885	0.000000	0.000000
2.247	0.708825	0.002511	-6030.981934	3.842860	1.784957	0.049486	0.000001	0.000000
2.251	0.699694	0.002924	-6005.106445	3.925704	1.855662	0.055007	0.000001	0.000000
2.256	0.699110	0.002337	-5981.588867	3.697590	1.640021	0.046054	0.000000	0.000000
2.260	0.647012	0.004882	-5930.460449	4.129496	2.037780	0.055889	0.000002	0.000000
2.264	0.610038	0.005223	-5860.503418	4.149947	2.050230	0.058418	0.000002	0.000000
2.269	0.608853	0.004677	-5834.045898	4.220584	2.112614	0.055725	0.000002	0.000000
2.273	0.228947	0.017073	-5743.648438	4.462023	2.352336	0.060197	0.000026	0.000000
2.277	0.411581	0.008269	-5657.988281	4.310688	2.187221	0.059801	0.000006	0.000000
2.281	0.523168	0.006467	-5719.725586	4.162340	2.031615	0.056949	0.000004	0.000000
2.286	0.580559	0.004788	-5729.864258	4.311040	2.171203	0.056081	0.000002	0.000000
2.290	0.569981	0.005249	-5702.837402	4.234290	2.086749	0.058726	0.000002	0.000000
2.294	0.370631	0.007923	-5533.752441	4.085145	1.935085	0.050584	0.000006	0.000000
2.299	0.109370	0.013694	-5528.486816	4.185207	2.023476	0.056160	0.000017	0.000000
2.303	0.272159	0.010630	-5505.291992	4.127746	1.960975	0.057507	0.000010	0.000000
2.307	0.080077	0.013260	-5442.737793	4.196547	2.019367	0.053238	0.000016	0.000000
2.311	0.268622	0.008667	-5417.292969	3.908859	1.745497	0.051493	0.000007	0.000000
2.316	0.111527	0.011582	-5383.344727	4.009385	1.829640	0.050726	0.000012	0.000000
2.320	0.321266	0.010948	-5446.297852	4.080745	1.888352	0.051730	0.000011	0.000000
2.324	0.360572	0.008031	-5393.958496	4.355026	2.142805	0.058245	0.000006	0.000000
2.329	0.017013	0.011403	-5320.891602	3.926662	1.735594	0.049264	0.000011	0.000000
2.333	0.318851	0.006262	-5320.580566	3.817442	1.634364	0.045674	0.000003	0.000000
2.337	0.156522	0.008227	-5274.972656	3.532743	1.394549	0.039442	0.000006	0.000000
2.341	0.093090	0.011047	-5246.080566	3.902673	1.695675	0.051585	0.000011	0.000000
2.346	0.098097	0.011588	-5231.408203	3.651615	1.479108	0.041452	0.000012	0.000000
2.350	0.044672	0.008864	-5166.900879	3.613922	1.443451	0.041589	0.000007	0.000000
2.354	0.077038	0.009841	-5167.344238	3.959763	1.726633	0.046870	0.000008	0.000000
2.359	0.046784	0.007050	-5122.623535	3.391060	1.261691	0.037247	0.000004	0.000000
2.363	0.047500	0.007480	-5087.992188	3.297383	1.188622	0.032373	0.000005	0.000000
2.367	0.114399	0.007726	-5086.365723	3.437497	1.287110	0.036290	0.000005	0.000000
2.371	0.168268	0.008491	-5106.254395	3.603024	1.408946	0.040553	0.000006	0.000000
2.376	0.077045	0.006636	-5047.108887	3.339539	1.206048	0.034457	0.000004	0.000000
2.380	0.056880	0.007098	-5036.144043	3.488652	1.311419	0.037544	0.000004	0.000000
2.384	0.071960	0.006885	-5011.643066	3.498770	1.314299	0.037503	0.000004	0.000000
2.389	0.047277	0.008093	-5000.029297	3.438490	1.264851	0.034268	0.000006	0.000000
2.393	0.021872	0.007211	-4961.484375	3.366302	1.207960	0.033640	0.000004	0.000000
2.397	0.022404	0.005941	-4936.088867	3.128870	1.039842	0.029670	0.000003	0.000000
2.401	0.018447	0.006088	-4912.133789	3.267259	1.129816	0.031013	0.000003	0.000000
2.406	0.027190	0.006922	-4918.531250	3.175340	1.063341	0.030091	0.000004	0.000000
2.410	0.037408	0.007133	-4900.608398	3.290473	1.137791	0.031982	0.000004	0.000000
2.524	0.005146	0.004216	-4450.343750	2.909680	0.811408	0.023523	0.000001	0.000000
2.637	0.010037	0.002894	-4104.061523	2.719389	0.649016	0.018727	0.000001	0.000000
2.751	0.001485	0.002517	-3827.907715	2.638357	0.561509	0.016085	0.000000	0.000000
2.864	0.006714	0.002108	-3587.753174	2.496181	0.463553	0.012727	0.000000	0.000000
2.978	0.001368	0.002052	-3389.413086	2.464721	0.418127	0.011678	0.000000	0.000000
3.091	0.001627	0.001682	-3204.080811	2.364263	0.356988	0.010027	0.000000	0.000000
3.205	0.001453	0.001590	-3045.211914	2.334230	0.323751	0.009075	0.000000	0.000000
3.319	0.003212	0.001518	-2901.079102	2.286683	0.289794	0.008089	0.000000	0.000000
3.432	0.000101	0.001366	-2774.791504	2.245774	0.261325	0.007527	0.000000	0.000000
3.546	0.000557	0.001271	-2657.114014	2.221818	0.239657	0.006812	0.000000	0.000000
3.659	0.000778	0.001264	-2555.310791	2.187116	0.218037	0.006024	0.000000	0.000000
3.773	0.000852	0.001223	-2456.637207	2.154588	0.199053	0.005710	0.000000	0.000000
3.886	0.001064	0.001160	-2364.617920	2.133173	0.183878	0.005180	0.000000	0.000000
4.000	0.000072	0.001145	-2283.385498	2.146073	0.175691	0.004973	0.000000	0.000000
