T	M_avg	M_err	E_avg	E_err	Cv	Cv_err	Chi	Chi_err
2.226	0.746103	0.000267	-395395.468750	28.250126	1.536392	0.043843	0.000000	0.000000
2.230	0.732137	0.000288	-393061.781250	27.968081	1.500084	0.040874	0.000000	0.000000
2.234	0.720882	0.000326	-391252.531250	29.330893	1.643513	0.045956	0.000000	0.000000
2.239	0.717552	0.000344	-389628.281250	30.130318	1.727689	0.048600	0.000000	0.000000
2.243	0.703240	0.000400	-387426.406250	29.495804	1.649367	0.045353	0.000000	0.000000
2.247	0.691485	0.000425	-385326.593750	31.322069	1.852847	0.053324	0.000000	0.000000
2.251	0.660528	0.000480	-382616.500000	30.450275	1.744481	0.047985	0.000000	0.000000
2.256	0.657995	0.000667	-380668.812500	33.313847	2.080087	0.055525	0.000000	0.000000
2.260	0.602020	0.000576	-377124.343750	31.968380	1.908203	0.050485	0.000000	0.000000
2.264	0.627862	0.000504	-376590.531250	31.829271	1.884478	0.054274	0.000000	0.000000
2.269	0.464693	0.001367	-370704.500000	35.639866	2.353788	0.067739	0.000000	0.000000
2.273	0.456297	0.001409	-368673.562500	31.541485	1.836623	0.056175	0.000000	0.000000
2.277	0.378100	0.001242	-365218.812500	30.468052	1.707296	0.048493	0.000000	0.000000
2.281	0.130778	0.001172	-361522.093750	32.924442	1.986201	0.056748	0.000000	0.000000
2.286	0.125175	0.001016	-357798.906250	30.781906	1.729606	0.046672	0.000000	0.000000
2.290	0.115886	0.001108	-357431.937500	32.826424	1.959640	0.052280	0.000000	0.000000
2.294	0.008507	0.002782	-355620.906250	33.683868	2.055649	0.057209	0.000000	0.000000
2.299	0.074216	0.000745	-352515.281250	33.942097	2.079512	0.056356	0.000000	0.000000
2.303	0.083144	0.001041	-350651.843750	32.239201	1.869109	0.053696	0.000000	0.000000
2.307	0.006132	0.001825	-348704.812500	27.643145	1.369071	0.038145	0.000000	0.000000
2.311	0.053616	0.000684	-346895.781250	31.011877	1.716703	0.048973	0.000000	0.000000
2.316	0.041101	0.001413	-345293.218750	32.278297	1.852897	0.053074	0.000000	0.000000
2.320	0.036397	0.001310	-342897.343750	28.095842	1.398647	0.039555	0.000000	0.000000
2.324	0.036781	0.001102	-341842.000000	31.877018	1.793810	0.054275	0.000000	0.000000
2.329	0.024443	0.001421	-339831.187500	28.929386	1.471971	0.042207	0.000000	0.000000
2.333	0.012318	0.001604	-338070.468750	27.696772	1.344256	0.037587	0.000000	0.000000
2.337	0.015727	0.001549	-336515.718750	28.226393	1.391042	0.041406	0.000000	0.000000
2.341	0.028558	0.001390	-334853.718750	28.437801	1.406793	0.040206	0.000000	0.000000
2.346	0.017163	0.000945	-333412.687500	27.401230	1.301338	0.035455	0.000000	0.000000
2.350	0.010608	0.001105	-331765.750000	28.393227	1.392175	0.040032	0.000000	0.000000
2.354	0.006705	0.000732	-330398.468750	26.635277	1.220664	0.034019	0.000000	0.000000
2.359	0.004819	0.001075	-328723.312500	28.145157	1.358030	0.037566	0.000000	0.000000
2.363	0.010255	0.001595	-327291.906250	27.248083	1.268227	0.035264	0.000000	0.000000
2.367	0.005197	0.001059	-325738.812500	26.984774	1.239335	0.035695	0.000000	0.000000
2.371	0.008824	0.001187	-324673.937500	26.814188	1.219296	0.034217	0.000000	0.000000
2.376	0.002645	0.001029	-323145.468750	27.317358	1.260924	0.035288	0.000000	0.000000
2.380	0.013732	0.001151	-321765.406250	26.764380	1.206037	0.035041	0.000000	0.000000
2.384	0.004499	0.001009	-320356.437500	25.809359	1.117475	0.031365	0.000000	0.000000
2.389	0.006716	0.000824	-319033.156250	25.473604	1.084687	0.031374	0.000000	0.000000
2.393	0.002240	0.000849	-317863.281250	26.430130	1.163497	0.033337	0.000000	0.000000
2.397	0.010148	0.000664	-316629.906250	26.568703	1.171529	0.032205	0.000000	0.000000
2.401	0.006312	0.000753	-315143.375000	26.608650	1.170864	0.033682	0.000000	0.000000
2.406	0.005056	0.000611	-313698.437500	24.767509	1.010827	0.028951	0.000000	0.000000
2.410	0.008673	0.000701	-312574.750000	25.995974	1.109630	0.030697	0.000000	0.000000
2.524	0.001033	0.000467	-284807.281250	23.821110	0.849753	0.024200	0.000000	0.000000
2.637	0.000229	0.000373	-262950.375000	21.893396	0.657293	0.018550	0.000000	0.000000
2.751	0.001147	0.000307	-244993.359375	21.119228	0.562167	0.015470	0.000000	0.000000
2.864	0.000149	0.000272	-229728.843750	19.839903	0.457558	0.013157	0.000000	0.000000
2.978	0.000073	0.000240	-216597.968750	19.360174	0.403098	0.011384	0.000000	0.000000
3.091	0.000313	0.000207	-205106.562500	18.916246	0.357069	0.010154	0.000000	0.000000
3.205	0.000095	0.000197	-194894.375000	18.779552	0.327427	0.009336	0.000000	0.000000
3.319	0.000163	0.000188	-185791.093750	18.201057	0.286874	0.008103	0.000000	0.000000
3.432	0.000080	0.000172	-177578.375000	17.872168	0.258597	0.007099	0.000000	0.000000
3.546	0.000129	0.000162	-170131.015625	17.856804	0.241880	0.006840	0.000000	0.000000
3.659	0.000233	0.000159	-163325.359375	17.366873	0.214808	0.006029	0.000000	0.000000
3.773	0.000003	0.000151	-157125.093750	17.156197	0.197197	0.005678	0.000000	0.000000
3.886	0.000124	0.000145	-151357.328125	17.045195	0.183444	0.005279	0.000000	0.000000
4.000	0.000153	0.000142	-146080.484375	16.841618	0.169063	0.004845	0.000000	0.000000
